,Season,TeamID,Played,W,L,Win rate,Seed,Mean score
6491,2002,1353,30,18,12,0.6,0,66.68055555555556
6492,2002,1354,29,14,15,0.4827586206896552,0,69.04047619047618
6493,2002,1355,0,0,0,0.0,0,
6494,2002,1356,33,26,7,0.7878787878787878,11,73.95879120879121
6495,2002,1357,28,8,20,0.2857142857142857,0,79.625
6496,2002,1358,28,14,14,0.5,0,74.64285714285714
6497,2002,1359,29,15,14,0.5172413793103449,0,60.31666666666667
6498,2002,1360,27,14,13,0.5185185185185185,0,74.66208791208791
6499,2002,1361,29,18,11,0.6206896551724138,13,72.65151515151516
6500,2002,1362,25,11,14,0.44,0,71.14285714285714
6501,2002,1363,29,9,20,0.3103448275862069,0,62.86944444444444
6502,2002,1364,29,19,10,0.6551724137931034,14,65.7921052631579
6503,2002,1365,27,12,15,0.4444444444444444,0,66.65833333333333
6504,2002,1366,0,0,0,0.0,0,
6505,2002,1367,0,0,0,0.0,0,
6506,2002,1368,26,6,20,0.23076923076923078,0,58.80833333333334
6507,2002,1369,25,4,21,0.16,0,78.5952380952381
6508,2002,1370,0,0,0,0.0,0,
6509,2002,1371,29,11,18,0.3793103448275862,0,71.7550505050505
6510,2002,1372,27,12,15,0.4444444444444444,0,64.09166666666667
6511,2002,1373,34,16,18,0.47058823529411764,16,69.82638888888889
6512,2002,1374,28,14,14,0.5,0,72.39285714285714
6513,2002,1375,25,5,20,0.2,0,67.225
6514,2002,1376,31,17,14,0.5483870967741935,0,66.86974789915966
6515,2002,1377,0,0,0,0.0,0,
6516,2002,1378,31,19,12,0.6129032258064516,0,75.4298245614035
6517,2002,1379,26,9,17,0.34615384615384615,0,64.35294117647058
6518,2002,1380,26,7,19,0.2692307692307692,0,78.5187969924812
6519,2002,1381,25,9,16,0.36,0,64.59027777777777
6520,2002,1382,29,17,12,0.5862068965517241,0,80.37990196078431
6521,2002,1383,29,18,11,0.6206896551724138,0,78.76262626262627
6522,2002,1384,27,6,21,0.2222222222222222,0,65.40476190476191
6523,2002,1385,31,20,11,0.6451612903225806,9,68.28636363636363
6524,2002,1386,29,18,11,0.6206896551724138,0,76.4090909090909
6525,2002,1387,31,15,16,0.4838709677419355,0,63.34166666666667
6526,2002,1388,28,8,20,0.2857142857142857,0,62.2375
6527,2002,1389,28,4,24,0.14285714285714285,0,69.875
6528,2002,1390,28,19,9,0.6785714285714286,8,79.58187134502924
6529,2002,1391,24,8,16,0.3333333333333333,0,74.34375
6530,2002,1392,28,6,22,0.21428571428571427,0,62.265151515151516
6531,2002,1393,31,20,11,0.6451612903225806,0,71.93863636363636
6532,2002,1394,0,0,0,0.0,0,
6533,2002,1395,29,14,15,0.4827586206896552,0,84.66666666666666
6534,2002,1396,29,15,14,0.5172413793103449,0,69.82142857142857
6535,2002,1397,30,14,16,0.4666666666666667,0,71.75892857142857
6536,2002,1398,25,8,17,0.32,0,77.91544117647058
6537,2002,1399,27,21,6,0.7777777777777778,0,74.86904761904762
6538,2002,1400,30,19,11,0.6333333333333333,6,77.60765550239235
6539,2002,1401,30,8,22,0.26666666666666666,0,65.8409090909091
6540,2002,1402,26,10,16,0.38461538461538464,0,73.4375
6541,2002,1403,31,23,8,0.7419354838709677,6,75.61684782608695
6542,2002,1404,24,10,14,0.4166666666666667,0,75.25
6543,2002,1405,29,15,14,0.5172413793103449,0,66.6595238095238
6544,2002,1406,29,11,18,0.3793103448275862,0,59.464646464646464
6545,2002,1407,28,18,10,0.6428571428571429,0,73.45
6546,2002,1408,27,12,15,0.4444444444444444,0,72.05000000000001
6547,2002,1409,31,25,6,0.8064516129032258,12,79.53
6548,2002,1410,20,12,8,0.6,0,71.02083333333334
6549,2002,1411,28,11,17,0.39285714285714285,0,71.0909090909091
6550,2002,1412,30,13,17,0.43333333333333335,0,71.16289592760181
6551,2002,1413,0,0,0,0.0,0,
6552,2002,1414,29,19,10,0.6551724137931034,0,67.48947368421052
6553,2002,1415,25,7,18,0.28,0,67.55555555555556
6554,2002,1416,28,16,12,0.5714285714285714,0,76.27083333333334
6555,2002,1417,30,19,11,0.6333333333333333,8,72.74162679425837
6556,2002,1418,28,18,10,0.6428571428571429,0,66.96666666666667
6557,2002,1419,31,19,12,0.6129032258064516,0,67.8640350877193
6558,2002,1420,29,20,9,0.6896551724137931,0,71.06944444444444
6559,2002,1421,26,12,14,0.46153846153846156,0,69.85119047619048
6560,2002,1422,30,20,10,0.6666666666666666,0,70.525
6561,2002,1423,31,22,9,0.7096774193548387,13,66.77272727272728
6562,2002,1424,30,20,10,0.6666666666666666,0,75.45
6563,2002,1425,31,22,9,0.7096774193548387,4,75.66919191919192
6564,2002,1426,26,11,15,0.4230769230769231,0,75.16363636363636
6565,2002,1427,29,19,10,0.6551724137931034,0,75.26052631578946
6566,2002,1428,27,19,8,0.7037037037037037,12,65.57565789473685
6567,2002,1429,29,22,7,0.7586206896551724,0,62.84415584415585
6568,2002,1430,0,0,0,0.0,0,
6569,2002,1431,30,8,22,0.26666666666666666,0,71.28977272727272
6570,2002,1432,0,0,0,0.0,0,
6571,2002,1433,31,20,11,0.6451612903225806,0,72.06590909090909
6572,2002,1434,31,24,7,0.7741935483870968,13,75.10416666666666
6573,2002,1435,30,16,14,0.5333333333333333,0,71.62053571428572
6574,2002,1436,29,21,8,0.7241379310344828,0,70.77380952380952
6575,2002,1437,29,17,12,0.5862068965517241,0,69.78186274509804
6576,2002,1438,28,17,11,0.6071428571428571,0,78.93850267379679
6577,2002,1439,28,10,18,0.35714285714285715,0,70.86111111111111
6578,2002,1440,25,7,18,0.28,0,78.99603174603175
6579,2002,1441,24,8,16,0.3333333333333333,0,76.09375
6580,2002,1442,26,10,16,0.38461538461538464,0,72.8625
6581,2002,1443,29,26,3,0.896551724137931,9,75.71794871794873
6582,2002,1444,30,17,13,0.5666666666666667,0,72.93665158371041
6583,2002,1445,0,0,0,0.0,0,
6584,2002,1446,0,0,0,0.0,0,
6585,2002,1447,28,19,9,0.6785714285714286,0,80.04385964912281
6586,2002,1448,32,20,12,0.625,7,80.80833333333334
6587,2002,1449,28,10,18,0.35714285714285715,0,73.56666666666666
6588,2002,1450,27,6,21,0.2222222222222222,0,76.66666666666666
6589,2002,1451,26,15,11,0.5769230769230769,0,71.80606060606061
6590,2002,1452,27,7,20,0.25925925925925924,0,75.24285714285715
6591,2002,1453,29,8,21,0.27586206896551724,0,67.20238095238095
6592,2002,1454,26,13,13,0.5,0,74.53846153846155
6593,2002,1455,30,15,15,0.5,0,72.86666666666666
6594,2002,1456,28,9,19,0.32142857142857145,0,64.1608187134503
6595,2002,1457,26,15,11,0.5769230769230769,16,67.66666666666666
6596,2002,1458,29,17,12,0.5862068965517241,8,65.24019607843137
6597,2002,1459,25,7,18,0.28,0,65.00396825396825
6598,2002,1460,27,16,11,0.5925925925925926,0,72.66761363636363
6599,2002,1461,28,20,8,0.7142857142857143,11,72.825
6600,2002,1462,30,25,5,0.8333333333333334,7,68.92
6601,2002,1463,28,20,8,0.7142857142857143,0,74.4375
6602,2002,1464,26,3,23,0.11538461538461539,0,68.93478260869566
6603,2002,1465,0,0,0,0.0,0,
6604,2002,1466,0,0,0,0.0,0,
6605,2002,1467,0,0,0,0.0,0,
6606,2003,1101,0,0,0,0.0,0,
6607,2003,1102,28,12,16,0.42857142857142855,0,58.6875
6608,2003,1103,27,13,14,0.48148148148148145,0,79.09890109890111
6609,2003,1104,28,17,11,0.6071428571428571,10,67.80748663101605
6610,2003,1105,26,7,19,0.2692307692307692,0,74.18796992481202
6611,2003,1106,28,13,15,0.4642857142857143,0,63.92051282051282
6612,2003,1107,28,7,21,0.25,0,67.38095238095238
6613,2003,1108,33,14,19,0.42424242424242425,0,69.86842105263159
6614,2003,1109,0,0,0,0.0,0,
6615,2003,1110,30,16,14,0.5333333333333333,0,65.98660714285714
6616,2003,1111,26,16,10,0.6153846153846154,0,81.8125
6617,2003,1112,28,25,3,0.8928571428571429,1,81.6
6618,2003,1113,29,18,11,0.6206896551724138,10,74.45202020202021
6619,2003,1114,28,16,12,0.5714285714285714,0,69.72916666666666
6620,2003,1115,28,4,24,0.14285714285714285,0,58.875
6621,2003,1116,28,9,19,0.32142857142857145,0,64.22222222222223
6622,2003,1117,26,11,15,0.4230769230769231,0,72.33636363636364
6623,2003,1118,0,0,0,0.0,0,
6624,2003,1119,25,3,22,0.12,0,60.583333333333336
6625,2003,1120,30,19,11,0.6333333333333333,10,67.99282296650718
6626,2003,1121,0,0,0,0.0,0,
6627,2003,1122,27,20,7,0.7407407407407407,13,67.15357142857142
6628,2003,1123,30,13,17,0.43333333333333335,0,74.20588235294117
6629,2003,1124,28,14,14,0.5,0,69.0
6630,2003,1125,28,16,12,0.5714285714285714,0,71.86458333333334
6631,2003,1126,30,8,22,0.26666666666666666,0,67.5
6632,2003,1127,27,14,13,0.5185185185185185,0,66.3598901098901
6633,2003,1128,26,17,9,0.6538461538461539,0,65.94771241830065
6634,2003,1129,28,12,16,0.42857142857142855,0,66.54166666666666
6635,2003,1130,29,18,11,0.6206896551724138,0,78.0429292929293
6636,2003,1131,30,20,10,0.6666666666666666,0,65.9
6637,2003,1132,27,11,16,0.4074074074074074,0,67.28693181818181
6638,2003,1133,29,11,18,0.3793103448275862,0,73.71717171717171
6639,2003,1134,0,0,0,0.0,0,
6640,2003,1135,28,17,11,0.6071428571428571,0,72.07754010695187
6641,2003,1136,0,0,0,0.0,0,
6642,2003,1137,28,13,15,0.4642857142857143,0,57.93589743589744
6643,2003,1138,28,5,23,0.17857142857142858,0,68.88260869565218
6644,2003,1139,29,24,5,0.8275862068965517,12,66.6125
6645,2003,1140,31,23,8,0.7419354838709677,12,70.95923913043478
6646,2003,1141,29,23,6,0.7931034482758621,11,73.67391304347825
6647,2003,1142,29,15,14,0.5172413793103449,0,67.39285714285714
6648,2003,1143,29,21,8,0.7241379310344828,8,73.17261904761905
6649,2003,1144,26,4,22,0.15384615384615385,0,72.2840909090909
6650,2003,1145,28,10,18,0.35714285714285715,0,71.88333333333333
6651,2003,1146,0,0,0,0.0,0,
6652,2003,1147,24,10,14,0.4166666666666667,0,73.95
6653,2003,1148,28,15,13,0.5357142857142857,0,67.16153846153847
6654,2003,1149,26,12,14,0.46153846153846156,0,65.19642857142857
6655,2003,1150,29,13,16,0.4482758620689655,0,69.04807692307692
6656,2003,1151,28,19,9,0.6785714285714286,0,80.01461988304094
6657,2003,1152,30,3,27,0.1,0,65.18518518518519
6658,2003,1153,28,17,11,0.6071428571428571,8,65.90106951871658
6659,2003,1154,24,4,20,0.16666666666666666,0,67.95
6660,2003,1155,28,15,13,0.5357142857142857,0,67.81538461538462
6661,2003,1156,30,8,22,0.26666666666666666,0,67.73863636363636
6662,2003,1157,26,11,15,0.4230769230769231,0,68.08181818181818
6663,2003,1158,29,22,7,0.7586206896551724,0,70.1590909090909
6664,2003,1159,26,12,14,0.46153846153846156,0,66.23214285714286
6665,2003,1160,31,20,11,0.6451612903225806,10,73.12954545454545
6666,2003,1161,30,17,13,0.5666666666666667,14,73.1764705882353
6667,2003,1162,27,2,25,0.07407407407407407,0,52.79
6668,2003,1163,30,21,9,0.7,5,76.5952380952381
6669,2003,1164,28,11,17,0.39285714285714285,0,59.71390374331551
6670,2003,1165,26,8,18,0.3076923076923077,0,62.27083333333333
6671,2003,1166,33,29,4,0.8787878787878788,6,74.71982758620689
6672,2003,1167,0,0,0,0.0,0,
6673,2003,1168,29,10,19,0.3448275862068966,0,63.776315789473685
6674,2003,1169,28,13,15,0.4642857142857143,0,70.38461538461539
6675,2003,1170,28,11,17,0.39285714285714285,0,67.35828877005348
6676,2003,1171,26,7,19,0.2692307692307692,0,61.45864661654136
6677,2003,1172,24,14,10,0.5833333333333334,0,75.64285714285714
6678,2003,1173,29,24,5,0.8275862068965517,4,70.975
6679,2003,1174,29,15,14,0.5172413793103449,0,68.46666666666667
6680,2003,1175,27,15,12,0.5555555555555556,0,61.25
6681,2003,1176,32,17,15,0.53125,0,70.68627450980392
6682,2003,1177,28,16,12,0.5714285714285714,0,66.21875
6683,2003,1178,29,17,12,0.5862068965517241,0,69.83088235294117
6684,2003,1179,28,8,20,0.2857142857142857,0,66.45
6685,2003,1180,29,18,11,0.6206896551724138,0,67.08585858585859
6686,2003,1181,30,24,6,0.8,3,78.91666666666666
6687,2003,1182,30,9,21,0.3,0,68.15079365079364
6688,2003,1183,28,13,15,0.4642857142857143,0,77.65641025641025
6689,2003,1184,24,7,17,0.2916666666666667,0,77.32773109243698
6690,2003,1185,26,12,14,0.46153846153846156,0,77.19047619047619
6691,2003,1186,29,17,12,0.5862068965517241,0,68.91666666666667
6692,2003,1187,25,10,15,0.4,0,64.51666666666667
6693,2003,1188,0,0,0,0.0,0,
6694,2003,1189,25,10,15,0.4,0,63.2
6695,2003,1190,27,17,10,0.6296296296296297,15,78.59117647058824
6696,2003,1191,28,12,16,0.42857142857142855,0,70.8125
6697,2003,1192,29,15,14,0.5172413793103449,0,72.39285714285714
6698,2003,1193,30,19,11,0.6333333333333333,0,69.58133971291866
6699,2003,1194,27,6,21,0.2222222222222222,0,71.25
6700,2003,1195,0,0,0,0.0,0,
6701,2003,1196,31,24,7,0.7741935483870968,2,71.99107142857143
6702,2003,1197,29,17,12,0.5862068965517241,0,70.61519607843137
6703,2003,1198,28,7,21,0.25,0,61.30952380952381
6704,2003,1199,29,14,15,0.4827586206896552,0,68.28571428571428
6705,2003,1200,28,2,26,0.07142857142857142,0,71.5
6706,2003,1201,28,20,8,0.7142857142857143,0,71.0
6707,2003,1202,28,11,17,0.39285714285714285,0,66.28609625668449
6708,2003,1203,29,12,17,0.41379310344827586,0,71.60539215686275
6709,2003,1204,26,13,13,0.5,0,75.57692307692307
6710,2003,1205,28,4,24,0.14285714285714285,0,70.77083333333334
6711,2003,1206,28,16,12,0.5714285714285714,0,63.13541666666667
6712,2003,1207,29,15,14,0.5172413793103449,0,76.22857142857143
6713,2003,1208,27,19,8,0.7037037037037037,0,77.10526315789474
6714,2003,1209,28,13,15,0.4642857142857143,0,73.38974358974359
6715,2003,1210,28,14,14,0.5,0,74.07142857142858
6716,2003,1211,31,23,8,0.7419354838709677,9,75.73913043478261
6717,2003,1212,28,10,18,0.35714285714285715,0,73.46111111111111
6718,2003,1213,0,0,0,0.0,0,
6719,2003,1214,30,19,11,0.6333333333333333,0,70.39234449760765
6720,2003,1215,0,0,0,0.0,0,
6721,2003,1216,28,15,13,0.5357142857142857,0,64.09230769230768
6722,2003,1217,26,11,15,0.4230769230769231,0,70.96969696969697
6723,2003,1218,29,18,11,0.6206896551724138,0,67.77525252525253
6724,2003,1219,27,7,20,0.25925925925925924,0,70.95
6725,2003,1220,29,8,21,0.27586206896551724,0,66.04464285714286
6726,2003,1221,29,25,4,0.8620689655172413,14,64.89500000000001
6727,2003,1222,28,8,20,0.2857142857142857,0,59.7125
6728,2003,1223,0,0,0,0.0,0,
6729,2003,1224,30,13,17,0.43333333333333335,0,73.98190045248869
6730,2003,1225,27,12,15,0.4444444444444444,0,62.30833333333333
6731,2003,1226,27,13,14,0.48148148148148145,0,70.74725274725274
6732,2003,1227,29,21,8,0.7241379310344828,0,72.21428571428572
6733,2003,1228,30,24,6,0.8,4,71.27083333333333
6734,2003,1229,29,8,21,0.27586206896551724,0,66.41666666666667
6735,2003,1230,0,0,0,0.0,0,
6736,2003,1231,32,20,12,0.625,7,68.89166666666667
6737,2003,1232,31,7,24,0.22580645161290322,0,60.57142857142857
6738,2003,1233,29,17,12,0.5862068965517241,0,73.91666666666666
6739,2003,1234,28,15,13,0.5357142857142857,0,69.3923076923077
6740,2003,1235,28,15,13,0.5357142857142857,0,69.81794871794871
6741,2003,1236,29,9,20,0.3103448275862069,0,70.56944444444444
6742,2003,1237,32,19,13,0.59375,16,70.2753036437247
6743,2003,1238,28,10,18,0.35714285714285715,0,71.93333333333334
6744,2003,1239,28,12,16,0.42857142857142855,0,66.65625
6745,2003,1240,29,19,10,0.6551724137931034,0,71.75526315789475
6746,2003,1241,29,12,17,0.41379310344827586,0,67.23774509803923
6747,2003,1242,30,23,7,0.7666666666666667,2,76.54658385093168
6748,2003,1243,30,13,17,0.43333333333333335,0,70.55429864253394
6749,2003,1244,0,0,0,0.0,0,
6750,2003,1245,29,20,9,0.6896551724137931,0,75.19722222222222
6751,2003,1246,32,29,3,0.90625,1,71.316091954023
6752,2003,1247,29,12,17,0.41379310344827586,0,69.22058823529412
6753,2003,1248,27,11,16,0.4074074074074074,0,66.63352272727272
6754,2003,1249,26,12,14,0.46153846153846156,0,65.05952380952381
6755,2003,1250,26,14,12,0.5384615384615384,0,63.57738095238095
6756,2003,1251,29,14,15,0.4827586206896552,0,65.66428571428571
6757,2003,1252,24,6,18,0.25,0,80.47222222222223
6758,2003,1253,26,4,22,0.15384615384615385,0,65.20454545454545
6759,2003,1254,28,9,19,0.32142857142857145,0,77.53801169590643
6760,2003,1255,0,0,0,0.0,0,
6761,2003,1256,25,10,15,0.4,0,70.01666666666667
6762,2003,1257,30,24,6,0.8,4,78.89583333333334
6763,2003,1258,30,11,19,0.36666666666666664,0,71.66746411483254
6764,2003,1259,28,4,24,0.14285714285714285,0,64.02083333333333
6765,2003,1260,31,15,16,0.4838709677419355,0,74.59791666666666
6766,2003,1261,31,21,10,0.6774193548387096,8,70.20714285714286
6767,2003,1262,0,0,0,0.0,0,
6768,2003,1263,28,12,16,0.42857142857142855,0,72.28125
6769,2003,1264,29,23,6,0.7931034482758621,14,73.64492753623188
6770,2003,1265,29,13,16,0.4482758620689655,0,71.84615384615384
6771,2003,1266,28,23,5,0.8214285714285714,3,76.8304347826087
6772,2003,1267,28,13,15,0.4642857142857143,0,72.22051282051282
6773,2003,1268,28,19,9,0.6785714285714286,6,78.7953216374269
6774,2003,1269,28,10,18,0.35714285714285715,0,63.66666666666667
6775,2003,1270,27,13,14,0.48148148148148145,0,68.69780219780219
6776,2003,1271,28,5,23,0.17857142857142858,0,67.84347826086956
6777,2003,1272,29,23,6,0.7931034482758621,7,74.07971014492753
6778,2003,1273,28,22,6,0.7857142857142857,0,71.98484848484848
6779,2003,1274,28,11,17,0.39285714285714285,0,70.94117647058823
6780,2003,1275,27,12,15,0.4444444444444444,0,59.016666666666666
6781,2003,1276,30,17,13,0.5666666666666667,0,68.1945701357466
6782,2003,1277,31,19,12,0.6129032258064516,7,66.21710526315789
6783,2003,1278,28,16,12,0.5714285714285714,0,73.42708333333334
6784,2003,1279,29,14,15,0.4827586206896552,0,66.78095238095239
6785,2003,1280,30,21,9,0.7,5,67.83333333333334
6786,2003,1281,31,21,10,0.6774193548387096,6,69.60714285714286
6787,2003,1282,29,9,20,0.3103448275862069,0,70.58888888888889
6788,2003,1283,29,17,12,0.5862068965517241,0,66.47549019607843
6789,2003,1284,28,15,13,0.5357142857142857,0,65.55384615384615
6790,2003,1285,28,12,16,0.42857142857142855,0,70.14583333333334
6791,2003,1286,25,9,16,0.36,0,63.947916666666664
6792,2003,1287,26,17,9,0.6538461538461539,0,76.63725490196077
6793,2003,1288,29,7,22,0.2413793103448276,0,70.74350649350649
6794,2003,1289,24,4,20,0.16666666666666666,0,64.55
6795,2003,1290,27,14,13,0.5185185185185185,0,75.7967032967033
6796,2003,1291,27,11,16,0.4074074074074074,0,64.30397727272728
6797,2003,1292,28,14,14,0.5,0,68.32142857142857
6798,2003,1293,27,15,12,0.5555555555555556,0,73.89166666666667
6799,2003,1294,0,0,0,0.0,0,
6800,2003,1295,0,0,0,0.0,0,
6801,2003,1296,31,17,14,0.5483870967741935,0,69.27521008403362
6802,2003,1297,0,0,0,0.0,0,
6803,2003,1298,26,7,19,0.2692307692307692,0,62.84586466165413
6804,2003,1299,26,1,25,0.038461538461538464,0,60.92
6805,2003,1300,0,0,0,0.0,0,
6806,2003,1301,30,18,12,0.6,9,71.02777777777777
6807,2003,1302,0,0,0,0.0,0,
6808,2003,1303,0,0,0,0.0,0,
6809,2003,1304,29,11,18,0.3793103448275862,0,64.67676767676767
6810,2003,1305,30,17,13,0.5666666666666667,0,76.05656108597285
6811,2003,1306,28,5,23,0.17857142857142858,0,67.10434782608695
6812,2003,1307,27,9,18,0.3333333333333333,0,70.69444444444444
6813,2003,1308,28,19,9,0.6785714285714286,0,71.35380116959064
6814,2003,1309,27,13,14,0.48148148148148145,0,69.74175824175825
6815,2003,1310,29,17,12,0.5862068965517241,0,73.93627450980392
6816,2003,1311,27,2,25,0.07407407407407407,0,54.14
6817,2003,1312,0,0,0,0.0,0,
6818,2003,1313,29,14,15,0.4827586206896552,0,63.12857142857143
6819,2003,1314,32,17,15,0.53125,0,70.96274509803922
6820,2003,1315,0,0,0,0.0,0,
6821,2003,1316,0,0,0,0.0,0,
6822,2003,1317,26,5,21,0.19230769230769232,0,73.06190476190476
6823,2003,1318,29,14,15,0.4827586206896552,0,72.32142857142857
6824,2003,1319,26,13,13,0.5,0,71.6923076923077
6825,2003,1320,27,10,17,0.37037037037037035,0,66.53823529411765
6826,2003,1321,29,12,17,0.41379310344827586,0,63.681372549019606
6827,2003,1322,27,6,21,0.2222222222222222,0,65.58333333333333
6828,2003,1323,31,22,9,0.7096774193548387,5,78.88636363636363
6829,2003,1324,26,15,11,0.5769230769230769,0,76.33939393939394
6830,2003,1325,30,14,16,0.4666666666666667,0,71.63839285714286
6831,2003,1326,31,17,14,0.5483870967741935,0,63.78991596638656
6832,2003,1327,0,0,0,0.0,0,
6833,2003,1328,30,24,6,0.8,1,65.54166666666667
6834,2003,1329,29,20,9,0.6896551724137931,6,65.86666666666667
6835,2003,1330,27,12,15,0.4444444444444444,0,67.25
6836,2003,1331,27,17,10,0.6296296296296297,0,74.91176470588235
6837,2003,1332,32,23,9,0.71875,8,78.39855072463769
6838,2003,1333,27,12,15,0.4444444444444444,0,67.86666666666667
6839,2003,1334,28,12,16,0.42857142857142855,0,66.71875
6840,2003,1335,27,22,5,0.8148148148148148,11,66.01818181818182
6841,2003,1336,28,7,21,0.25,0,65.28571428571428
6842,2003,1337,28,15,13,0.5357142857142857,0,77.96153846153845
6843,2003,1338,30,26,4,0.8666666666666667,2,70.22115384615384
6844,2003,1339,27,10,17,0.37037037037037035,0,68.13823529411764
6845,2003,1340,25,4,21,0.16,0,62.69047619047619
6846,2003,1341,29,17,12,0.5862068965517241,0,70.0343137254902
6847,2003,1342,0,0,0,0.0,0,
6848,2003,1343,26,15,11,0.5769230769230769,0,65.07878787878788
6849,2003,1344,29,16,13,0.5517241379310345,0,71.5
6850,2003,1345,28,18,10,0.6428571428571429,9,68.82777777777778
6851,2003,1346,28,16,12,0.5714285714285714,0,73.89583333333334
6852,2003,1347,30,10,20,0.3333333333333333,0,64.1
6853,2003,1348,29,18,11,0.6206896551724138,0,69.52020202020202
6854,2003,1349,27,17,10,0.6296296296296297,0,71.56470588235294
6855,2003,1350,28,15,13,0.5357142857142857,0,65.22564102564102
6856,2003,1351,28,12,16,0.42857142857142855,0,67.07291666666666
6857,2003,1352,26,9,17,0.34615384615384615,0,71.64705882352942
6858,2003,1353,28,12,16,0.42857142857142855,0,68.10416666666666
6859,2003,1354,30,20,10,0.6666666666666666,16,70.725
6860,2003,1355,0,0,0,0.0,0,
6861,2003,1356,30,24,6,0.8,11,71.77083333333334
6862,2003,1357,28,7,21,0.25,0,70.71428571428572
6863,2003,1358,27,21,6,0.7777777777777778,15,70.8452380952381
6864,2003,1359,27,12,15,0.4444444444444444,0,63.8
6865,2003,1360,28,17,11,0.6071428571428571,13,73.51604278074866
6866,2003,1361,27,14,13,0.5185185185185185,0,71.91483516483515
6867,2003,1362,28,14,14,0.5,0,69.46428571428571
6868,2003,1363,26,5,21,0.19230769230769232,0,65.50952380952381
6869,2003,1364,31,18,13,0.5806451612903226,0,64.25641025641026
6870,2003,1365,27,12,15,0.4444444444444444,0,64.725
6871,2003,1366,27,3,24,0.1111111111111111,0,64.27083333333334
6872,2003,1367,0,0,0,0.0,0,
6873,2003,1368,25,9,16,0.36,0,65.38888888888889
6874,2003,1369,28,9,19,0.32142857142857145,0,72.546783625731
6875,2003,1370,0,0,0,0.0,0,
6876,2003,1371,29,17,12,0.5862068965517241,0,67.00490196078431
6877,2003,1372,27,19,8,0.7037037037037037,0,67.78289473684211
6878,2003,1373,29,19,10,0.6551724137931034,0,74.3078947368421
6879,2003,1374,30,17,13,0.5666666666666667,0,72.03846153846155
6880,2003,1375,26,12,14,0.46153846153846156,0,70.64880952380952
6881,2003,1376,28,12,16,0.42857142857142855,0,66.48958333333334
6882,2003,1377,0,0,0,0.0,0,
6883,2003,1378,28,14,14,0.5,0,67.92857142857143
6884,2003,1379,29,13,16,0.4482758620689655,0,67.50961538461539
6885,2003,1380,27,7,20,0.25925925925925924,0,67.89285714285714
6886,2003,1381,26,9,17,0.34615384615384615,0,68.29738562091504
6887,2003,1382,27,13,14,0.48148148148148145,0,79.64285714285714
6888,2003,1383,30,14,16,0.4666666666666667,0,76.71428571428572
6889,2003,1384,28,14,14,0.5,0,68.28571428571429
6890,2003,1385,29,16,13,0.5517241379310345,0,70.96153846153845
6891,2003,1386,29,23,6,0.7931034482758621,7,68.17391304347825
6892,2003,1387,29,16,13,0.5517241379310345,0,60.63221153846154
6893,2003,1388,29,14,15,0.4827586206896552,0,66.54285714285714
6894,2003,1389,29,10,19,0.3448275862068966,0,74.74473684210525
6895,2003,1390,31,23,8,0.7419354838709677,4,70.21739130434783
6896,2003,1391,26,6,20,0.23076923076923078,0,73.40833333333333
6897,2003,1392,26,11,15,0.4230769230769231,0,65.67575757575757
6898,2003,1393,29,24,5,0.8275862068965517,3,73.4125
6899,2003,1394,26,11,15,0.4230769230769231,0,75.81818181818181
6900,2003,1395,28,9,19,0.32142857142857145,0,79.69005847953217
6901,2003,1396,30,15,15,0.5,0,66.73333333333333
6902,2003,1397,28,17,11,0.6071428571428571,0,68.18181818181819
6903,2003,1398,25,1,24,0.04,0,79.29166666666666
6904,2003,1399,29,17,12,0.5862068965517241,0,72.0906862745098
6905,2003,1400,28,22,6,0.7857142857142857,1,79.6969696969697
6906,2003,1401,28,14,14,0.5,0,71.96428571428572
6907,2003,1402,27,15,12,0.5555555555555556,0,70.86666666666667
6908,2003,1403,30,18,12,0.6,0,71.69444444444444
6909,2003,1404,24,10,14,0.4166666666666667,0,75.25714285714285
6910,2003,1405,29,13,16,0.4482758620689655,0,70.68028846153845
6911,2003,1406,28,4,24,0.14285714285714285,0,58.77083333333333
6912,2003,1407,30,25,5,0.8333333333333334,14,75.06
6913,2003,1408,30,15,15,0.5,0,71.03333333333333
6914,2003,1409,31,22,9,0.7096774193548387,13,72.5429292929293
6915,2003,1410,26,6,20,0.23076923076923078,0,62.34166666666667
6916,2003,1411,30,18,12,0.6,16,71.66666666666666
6917,2003,1412,30,18,12,0.6,0,76.04166666666666
6918,2003,1413,0,0,0,0.0,0,
6919,2003,1414,28,19,9,0.6785714285714286,0,66.78947368421052
6920,2003,1415,23,5,18,0.21739130434782608,0,66.16111111111111
6921,2003,1416,31,20,11,0.6451612903225806,0,69.52954545454546
6922,2003,1417,29,10,19,0.3448275862068966,0,77.33684210526316
6923,2003,1418,28,19,9,0.6785714285714286,0,74.44736842105263
6924,2003,1419,27,11,16,0.4074074074074074,0,71.85511363636363
6925,2003,1420,27,7,20,0.25925925925925924,0,65.60357142857143
6926,2003,1421,29,13,16,0.4482758620689655,16,71.98798076923077
6927,2003,1422,28,6,22,0.21428571428571427,0,72.52272727272728
6928,2003,1423,30,24,6,0.8,11,67.54166666666667
6929,2003,1424,31,21,10,0.6774193548387096,0,74.40714285714284
6930,2003,1425,30,13,17,0.43333333333333335,0,77.57239819004525
6931,2003,1426,27,14,13,0.5185185185185185,0,62.41208791208791
